format,metric,year,value_actual
Download Music Video,Value (Adjusted),2001,0.0
Download Music Video,Value (Adjusted),2002,0.0
Download Music Video,Value (Adjusted),2003,0.0
Download Music Video,Value (Adjusted),2004,0.0
Download Music Video,Value (Adjusted),2005,4.84347619
Download Music Video,Value (Adjusted),2006,24.982355655
Download Music Video,Value (Adjusted),2007,34.778231548
Download Music Video,Value (Adjusted),2008,49.040812715
Download Music Video,Value (Adjusted),2009,48.739244513
Download Music Video,Value (Adjusted),2010,42.911207213
Download Music Video,Value (Adjusted),2011,36.824591556
Download Music Video,Value (Adjusted),2012,23.208206935
Download Music Video,Value (Adjusted),2013,18.372074986
Download Music Video,Value (Adjusted),2014,14.662197203
Download Music Video,Value (Adjusted),2015,6.918875516
Download Music Video,Value (Adjusted),2016,4.547792467
Download Music Video,Value (Adjusted),2017,2.905533136
Download Music Video,Value (Adjusted),2018,2.261051168
Download Music Video,Value (Adjusted),2019,1.858910402
Download Single,Value (Adjusted),1973,0.0
Download Single,Value (Adjusted),1974,0.0
Download Single,Value (Adjusted),1975,0.0
Download Single,Value (Adjusted),1976,0.0
Download Single,Value (Adjusted),1977,0.0
Download Single,Value (Adjusted),1978,0.0
Download Single,Value (Adjusted),1979,0.0
Download Single,Value (Adjusted),1980,0.0
Download Single,Value (Adjusted),1981,0.0
Download Single,Value (Adjusted),1982,0.0
Download Single,Value (Adjusted),1983,0.0
Download Single,Value (Adjusted),1984,0.0
Download Single,Value (Adjusted),1985,0.0
Download Single,Value (Adjusted),1986,0.0
Download Single,Value (Adjusted),1987,0.0
Download Single,Value (Adjusted),1988,0.0
Download Single,Value (Adjusted),1989,0.0
Download Single,Value (Adjusted),1990,0.0
Download Single,Value (Adjusted),1991,0.0
Download Single,Value (Adjusted),1992,0.0
Download Single,Value (Adjusted),1993,0.0
Download Single,Value (Adjusted),1994,0.0
Download Single,Value (Adjusted),1995,0.0
Download Single,Value (Adjusted),1996,0.0
Download Single,Value (Adjusted),1997,0.0
Download Single,Value (Adjusted),1998,0.0
Download Single,Value (Adjusted),1999,0.0
Download Single,Value (Adjusted),2000,0.0
Download Single,Value (Adjusted),2001,0.0
Download Single,Value (Adjusted),2002,0.0
Download Single,Value (Adjusted),2003,0.0
Download Single,Value (Adjusted),2004,186.769010058
Download Single,Value (Adjusted),2005,475.577
Download Single,Value (Adjusted),2006,736.282014881
Download Single,Value (Adjusted),2007,1000.182474674
Download Single,Value (Adjusted),2008,1225.664089214
Download Single,Value (Adjusted),2009,1396.635564029
Download Single,Value (Adjusted),2010,1566.845281946
Download Single,Value (Adjusted),2011,1730.301178542
Download Single,Value (Adjusted),2012,1831.258645554
Download Single,Value (Adjusted),2013,1726.739156044
Download Single,Value (Adjusted),2014,1463.655387096
Download Single,Value (Adjusted),2015,1278.449595315
Download Single,Value (Adjusted),2016,958.87910313
Download Single,Value (Adjusted),2017,707.692711218
Download Single,Value (Adjusted),2018,499.316974193
Download Single,Value (Adjusted),2019,414.804250982
Kiosk,Value (Adjusted),1973,0.0
Kiosk,Value (Adjusted),1974,0.0
Kiosk,Value (Adjusted),1975,0.0
Kiosk,Value (Adjusted),1976,0.0
Kiosk,Value (Adjusted),1977,0.0
Kiosk,Value (Adjusted),1978,0.0
Kiosk,Value (Adjusted),1979,0.0
Kiosk,Value (Adjusted),1980,0.0
Kiosk,Value (Adjusted),1981,0.0
Kiosk,Value (Adjusted),1982,0.0
Kiosk,Value (Adjusted),1983,0.0
Kiosk,Value (Adjusted),1984,0.0
Kiosk,Value (Adjusted),1985,0.0
Kiosk,Value (Adjusted),1986,0.0
Kiosk,Value (Adjusted),1987,0.0
Kiosk,Value (Adjusted),1988,0.0
Kiosk,Value (Adjusted),1989,0.0
Kiosk,Value (Adjusted),1990,0.0
Kiosk,Value (Adjusted),1991,0.0
Kiosk,Value (Adjusted),1992,0.0
Kiosk,Value (Adjusted),1993,0.0
Kiosk,Value (Adjusted),1994,0.0
Kiosk,Value (Adjusted),1995,0.0
Kiosk,Value (Adjusted),1996,0.0
Kiosk,Value (Adjusted),1997,0.0
Kiosk,Value (Adjusted),1998,0.0
Kiosk,Value (Adjusted),1999,0.0
Kiosk,Value (Adjusted),2000,0.0
Kiosk,Value (Adjusted),2001,0.0
Kiosk,Value (Adjusted),2002,0.0
Kiosk,Value (Adjusted),2003,0.0
Kiosk,Value (Adjusted),2004,0.0
Kiosk,Value (Adjusted),2005,1.309047619
Kiosk,Value (Adjusted),2006,2.409465774
Kiosk,Value (Adjusted),2007,3.206503618
Kiosk,Value (Adjusted),2008,3.087315086
Kiosk,Value (Adjusted),2009,7.507511991
Kiosk,Value (Adjusted),2010,7.503599075
Kiosk,Value (Adjusted),2011,3.068715963
Kiosk,Value (Adjusted),2012,4.068866328
Kiosk,Value (Adjusted),2013,6.786152156
Kiosk,Value (Adjusted),2014,2.789051821
Kiosk,Value (Adjusted),2015,3.99147413
Kiosk,Value (Adjusted),2016,3.13587911
Kiosk,Value (Adjusted),2017,2.351668038
Kiosk,Value (Adjusted),2018,2.000651969
Kiosk,Value (Adjusted),2019,1.586470587
LP/EP,Value (Adjusted),1973,7174.518513514
LP/EP,Value (Adjusted),1974,7031.863935091
LP/EP,Value (Adjusted),1975,7056.703438662
LP/EP,Value (Adjusted),1976,7472.013901582
LP/EP,Value (Adjusted),1977,9260.605292079
LP/EP,Value (Adjusted),1978,9698.105185583
LP/EP,Value (Adjusted),1979,7243.615
LP/EP,Value (Adjusted),1980,6825.79368932
LP/EP,Value (Adjusted),1981,6586.050570957
LP/EP,Value (Adjusted),1982,5100.15845285
LP/EP,Value (Adjusted),1983,4335.388283133
LP/EP,Value (Adjusted),1984,3810.987118383
LP/EP,Value (Adjusted),1985,3042.460859665
LP/EP,Value (Adjusted),1986,2292.982034672
LP/EP,Value (Adjusted),1987,1784.872946303
LP/EP,Value (Adjusted),1988,1150.132336433
LP/EP,Value (Adjusted),1989,454.203525
LP/EP,Value (Adjusted),1990,169.199162204
LP/EP,Value (Adjusted),1991,55.185872247
LP/EP,Value (Adjusted),1992,24.59992516
LP/EP,Value (Adjusted),1993,18.754077509
LP/EP,Value (Adjusted),1994,30.706441296
LP/EP,Value (Adjusted),1995,42.106238189
LP/EP,Value (Adjusted),1996,59.962891013
LP/EP,Value (Adjusted),1997,53.042854206
LP/EP,Value (Adjusted),1998,53.327226994
LP/EP,Value (Adjusted),1999,48.79887515
LP/EP,Value (Adjusted),2000,41.124848432
LP/EP,Value (Adjusted),2001,39.5539345
LP/EP,Value (Adjusted),2002,29.132676487
LP/EP,Value (Adjusted),2003,30.150852717
LP/EP,Value (Adjusted),2004,26.120593436
LP/EP,Value (Adjusted),2005,18.58847619
LP/EP,Value (Adjusted),2006,19.909796131
LP/EP,Value (Adjusted),2007,28.24189725
LP/EP,Value (Adjusted),2008,67.327217456
LP/EP,Value (Adjusted),2009,76.028454765
LP/EP,Value (Adjusted),2010,104.229680908
LP/EP,Value (Adjusted),2011,135.705439252
LP/EP,Value (Adjusted),2012,178.967982236
LP/EP,Value (Adjusted),2013,231.274070194
LP/EP,Value (Adjusted),2014,263.336179145
LP/EP,Value (Adjusted),2015,359.598162864
LP/EP,Value (Adjusted),2016,378.607270991
LP/EP,Value (Adjusted),2017,405.212077272
LP/EP,Value (Adjusted),2018,426.820186646
LP/EP,Value (Adjusted),2019,497.588920842
Limited Tier Paid Subscription,Value (Adjusted),1973,0.0
Limited Tier Paid Subscription,Value (Adjusted),1974,0.0
Limited Tier Paid Subscription,Value (Adjusted),1975,0.0
Limited Tier Paid Subscription,Value (Adjusted),1976,0.0
Limited Tier Paid Subscription,Value (Adjusted),1977,0.0
Limited Tier Paid Subscription,Value (Adjusted),1978,0.0
Limited Tier Paid Subscription,Value (Adjusted),1979,0.0
Limited Tier Paid Subscription,Value (Adjusted),1980,0.0
Limited Tier Paid Subscription,Value (Adjusted),1981,0.0
Limited Tier Paid Subscription,Value (Adjusted),1982,0.0
Limited Tier Paid Subscription,Value (Adjusted),1983,0.0
Limited Tier Paid Subscription,Value (Adjusted),1984,0.0
Limited Tier Paid Subscription,Value (Adjusted),1985,0.0
Limited Tier Paid Subscription,Value (Adjusted),1986,0.0
Limited Tier Paid Subscription,Value (Adjusted),1987,0.0
Limited Tier Paid Subscription,Value (Adjusted),1988,0.0
Limited Tier Paid Subscription,Value (Adjusted),1989,0.0
Limited Tier Paid Subscription,Value (Adjusted),1990,0.0
Limited Tier Paid Subscription,Value (Adjusted),1991,0.0
Limited Tier Paid Subscription,Value (Adjusted),1992,0.0
Limited Tier Paid Subscription,Value (Adjusted),1993,0.0
Limited Tier Paid Subscription,Value (Adjusted),1994,0.0
Limited Tier Paid Subscription,Value (Adjusted),1995,0.0
Limited Tier Paid Subscription,Value (Adjusted),1996,0.0
Limited Tier Paid Subscription,Value (Adjusted),1997,0.0
Limited Tier Paid Subscription,Value (Adjusted),1998,0.0
Limited Tier Paid Subscription,Value (Adjusted),1999,0.0
Limited Tier Paid Subscription,Value (Adjusted),2000,0.0
Limited Tier Paid Subscription,Value (Adjusted),2001,0.0
Limited Tier Paid Subscription,Value (Adjusted),2002,0.0
Limited Tier Paid Subscription,Value (Adjusted),2003,0.0
Limited Tier Paid Subscription,Value (Adjusted),2004,0.0
Limited Tier Paid Subscription,Value (Adjusted),2005,0.0
Limited Tier Paid Subscription,Value (Adjusted),2006,0.0
Limited Tier Paid Subscription,Value (Adjusted),2007,0.0
Limited Tier Paid Subscription,Value (Adjusted),2008,0.0
Limited Tier Paid Subscription,Value (Adjusted),2009,0.0
Limited Tier Paid Subscription,Value (Adjusted),2010,0.0
Limited Tier Paid Subscription,Value (Adjusted),2011,0.0
Limited Tier Paid Subscription,Value (Adjusted),2012,0.0
Limited Tier Paid Subscription,Value (Adjusted),2013,0.0
Limited Tier Paid Subscription,Value (Adjusted),2014,0.0
Limited Tier Paid Subscription,Value (Adjusted),2015,0.0
Limited Tier Paid Subscription,Value (Adjusted),2016,280.536691286
Limited Tier Paid Subscription,Value (Adjusted),2017,617.032317981
Limited Tier Paid Subscription,Value (Adjusted),2018,760.591366006
Limited Tier Paid Subscription,Value (Adjusted),2019,829.498739675
Music Video (Physical),Value (Adjusted),1973,0.0
Music Video (Physical),Value (Adjusted),1974,0.0
Music Video (Physical),Value (Adjusted),1975,0.0
Music Video (Physical),Value (Adjusted),1976,0.0
Music Video (Physical),Value (Adjusted),1977,0.0
Music Video (Physical),Value (Adjusted),1978,0.0
Music Video (Physical),Value (Adjusted),1979,0.0
Music Video (Physical),Value (Adjusted),1980,0.0
Music Video (Physical),Value (Adjusted),1981,0.0
Music Video (Physical),Value (Adjusted),1982,0.0
Music Video (Physical),Value (Adjusted),1983,0.0
Music Video (Physical),Value (Adjusted),1984,0.0
Music Video (Physical),Value (Adjusted),1985,0.0
Music Video (Physical),Value (Adjusted),1986,0.0
Music Video (Physical),Value (Adjusted),1987,0.0
Music Video (Physical),Value (Adjusted),1988,0.0
Music Video (Physical),Value (Adjusted),1989,237.92595
Music Video (Physical),Value (Adjusted),1990,337.029082632
Music Video (Physical),Value (Adjusted),1991,221.682024229
Music Video (Physical),Value (Adjusted),1992,286.816905203
Music Video (Physical),Value (Adjusted),1993,377.381578547
Music Video (Physical),Value (Adjusted),1994,398.666212551
Music Video (Physical),Value (Adjusted),1995,369.561923228
Music Video (Physical),Value (Adjusted),1996,384.70756979
Music Video (Physical),Value (Adjusted),1997,515.933347664
Music Video (Physical),Value (Adjusted),1998,796.771509202
Music Video (Physical),Value (Adjusted),1999,578.067178271
Music Video (Physical),Value (Adjusted),2000,418.523277003
Music Video (Physical),Value (Adjusted),2001,475.224643704
Music Video (Physical),Value (Adjusted),2002,409.847019455
Music Video (Physical),Value (Adjusted),2003,555.637142935
Music Video (Physical),Value (Adjusted),2004,821.783644256
Music Video (Physical),Value (Adjusted),2005,788.30847619
Music Video (Physical),Value (Adjusted),2006,572.057900298
Music Video (Physical),Value (Adjusted),2007,598.012924747
Music Video (Physical),Value (Adjusted),2008,269.902584265
Music Video (Physical),Value (Adjusted),2009,249.77373227
Music Video (Physical),Value (Adjusted),2010,208.224874344
Music Video (Physical),Value (Adjusted),2011,171.620781634
Music Video (Physical),Value (Adjusted),2012,129.85137719
Music Video (Physical),Value (Adjusted),2013,116.639672376
Music Video (Physical),Value (Adjusted),2014,96.875251056
Music Video (Physical),Value (Adjusted),2015,75.973614493
Music Video (Physical),Value (Adjusted),2016,60.634642175
Music Video (Physical),Value (Adjusted),2017,40.279585351
Music Video (Physical),Value (Adjusted),2018,28.060663877
Music Video (Physical),Value (Adjusted),2019,27.705246783
On-Demand Streaming (Ad-Supported),Value (Adjusted),1973,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1974,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1975,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1976,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1977,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1978,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1979,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1980,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1981,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1982,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1983,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1984,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1985,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1986,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1987,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1988,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1989,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1990,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1991,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1992,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1993,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1994,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1995,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1996,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1997,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1998,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),1999,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),2000,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),2001,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),2002,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),2003,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),2004,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),2005,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),2006,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),2007,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),2008,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),2009,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),2010,0.0
On-Demand Streaming (Ad-Supported),Value (Adjusted),2011,129.340695033
On-Demand Streaming (Ad-Supported),Value (Adjusted),2012,190.339615647
On-Demand Streaming (Ad-Supported),Value (Adjusted),2013,242.396097837
On-Demand Streaming (Ad-Supported),Value (Adjusted),2014,306.475448007
On-Demand Streaming (Ad-Supported),Value (Adjusted),2015,401.245264147
On-Demand Streaming (Ad-Supported),Value (Adjusted),2016,521.288175026
On-Demand Streaming (Ad-Supported),Value (Adjusted),2017,686.918081261
On-Demand Streaming (Ad-Supported),Value (Adjusted),2018,773.294916688
On-Demand Streaming (Ad-Supported),Value (Adjusted),2019,908.149330523
Other Ad-Supported Streaming,Value (Adjusted),1973,0.0
Other Ad-Supported Streaming,Value (Adjusted),1974,0.0
Other Ad-Supported Streaming,Value (Adjusted),1975,0.0
Other Ad-Supported Streaming,Value (Adjusted),1976,0.0
Other Ad-Supported Streaming,Value (Adjusted),1977,0.0
Other Ad-Supported Streaming,Value (Adjusted),1978,0.0
Other Ad-Supported Streaming,Value (Adjusted),1979,0.0
Other Ad-Supported Streaming,Value (Adjusted),1980,0.0
Other Ad-Supported Streaming,Value (Adjusted),1981,0.0
Other Ad-Supported Streaming,Value (Adjusted),1982,0.0
Other Ad-Supported Streaming,Value (Adjusted),1983,0.0
Other Ad-Supported Streaming,Value (Adjusted),1984,0.0
Other Ad-Supported Streaming,Value (Adjusted),1985,0.0
Other Ad-Supported Streaming,Value (Adjusted),1986,0.0
Other Ad-Supported Streaming,Value (Adjusted),1987,0.0
Other Ad-Supported Streaming,Value (Adjusted),1988,0.0
Other Ad-Supported Streaming,Value (Adjusted),1989,0.0
Other Ad-Supported Streaming,Value (Adjusted),1990,0.0
Other Ad-Supported Streaming,Value (Adjusted),1991,0.0
Other Ad-Supported Streaming,Value (Adjusted),1992,0.0
Other Ad-Supported Streaming,Value (Adjusted),1993,0.0
Other Ad-Supported Streaming,Value (Adjusted),1994,0.0
Other Ad-Supported Streaming,Value (Adjusted),1995,0.0
Other Ad-Supported Streaming,Value (Adjusted),1996,0.0
Other Ad-Supported Streaming,Value (Adjusted),1997,0.0
Other Ad-Supported Streaming,Value (Adjusted),1998,0.0
Other Ad-Supported Streaming,Value (Adjusted),1999,0.0
Other Ad-Supported Streaming,Value (Adjusted),2000,0.0
Other Ad-Supported Streaming,Value (Adjusted),2001,0.0
Other Ad-Supported Streaming,Value (Adjusted),2002,0.0
Other Ad-Supported Streaming,Value (Adjusted),2003,0.0
Other Ad-Supported Streaming,Value (Adjusted),2004,0.0
Other Ad-Supported Streaming,Value (Adjusted),2005,0.0
Other Ad-Supported Streaming,Value (Adjusted),2006,0.0
Other Ad-Supported Streaming,Value (Adjusted),2007,0.0
Other Ad-Supported Streaming,Value (Adjusted),2008,0.0
Other Ad-Supported Streaming,Value (Adjusted),2009,0.0
Other Ad-Supported Streaming,Value (Adjusted),2010,0.0
Other Ad-Supported Streaming,Value (Adjusted),2011,0.0
Other Ad-Supported Streaming,Value (Adjusted),2012,0.0
Other Ad-Supported Streaming,Value (Adjusted),2013,0.0
Other Ad-Supported Streaming,Value (Adjusted),2014,0.0
Other Ad-Supported Streaming,Value (Adjusted),2015,0.0
Other Ad-Supported Streaming,Value (Adjusted),2016,86.559596683
Other Ad-Supported Streaming,Value (Adjusted),2017,273.040319024
Other Ad-Supported Streaming,Value (Adjusted),2018,255.967443871
Other Ad-Supported Streaming,Value (Adjusted),2019,251.064710118
Other Digital,Value (Adjusted),1973,0.0
Other Digital,Value (Adjusted),1974,0.0
Other Digital,Value (Adjusted),1975,0.0
Other Digital,Value (Adjusted),1976,0.0
Other Digital,Value (Adjusted),1977,0.0
Other Digital,Value (Adjusted),1978,0.0
Other Digital,Value (Adjusted),1979,0.0
Other Digital,Value (Adjusted),1980,0.0
Other Digital,Value (Adjusted),1981,0.0
Other Digital,Value (Adjusted),1982,0.0
Other Digital,Value (Adjusted),1983,0.0
Other Digital,Value (Adjusted),1984,0.0
Other Digital,Value (Adjusted),1985,0.0
Other Digital,Value (Adjusted),1986,0.0
Other Digital,Value (Adjusted),1987,0.0
Other Digital,Value (Adjusted),1988,0.0
Other Digital,Value (Adjusted),1989,0.0
Other Digital,Value (Adjusted),1990,0.0
Other Digital,Value (Adjusted),1991,0.0
Other Digital,Value (Adjusted),1992,0.0
Other Digital,Value (Adjusted),1993,0.0
Other Digital,Value (Adjusted),1994,0.0
Other Digital,Value (Adjusted),1995,0.0
Other Digital,Value (Adjusted),1996,0.0
Other Digital,Value (Adjusted),1997,0.0
Other Digital,Value (Adjusted),1998,0.0
Other Digital,Value (Adjusted),1999,0.0
Other Digital,Value (Adjusted),2000,0.0
Other Digital,Value (Adjusted),2001,0.0
Other Digital,Value (Adjusted),2002,0.0
Other Digital,Value (Adjusted),2003,0.0
Other Digital,Value (Adjusted),2004,0.0
Other Digital,Value (Adjusted),2005,0.0
Other Digital,Value (Adjusted),2006,0.0
Other Digital,Value (Adjusted),2007,0.0
Other Digital,Value (Adjusted),2008,0.0
Other Digital,Value (Adjusted),2009,0.0
Other Digital,Value (Adjusted),2010,0.0
Other Digital,Value (Adjusted),2011,0.0
Other Digital,Value (Adjusted),2012,0.0
Other Digital,Value (Adjusted),2013,0.0
Other Digital,Value (Adjusted),2014,0.0
Other Digital,Value (Adjusted),2015,0.0
Other Digital,Value (Adjusted),2016,18.259409536
Other Digital,Value (Adjusted),2017,17.610951916
Other Digital,Value (Adjusted),2018,20.199063312
Other Digital,Value (Adjusted),2019,21.517175006
Other Tapes,Value (Adjusted),1973,89.825432432
Other Tapes,Value (Adjusted),1974,68.970346856
Other Tapes,Value (Adjusted),1975,48.470286245
Other Tapes,Value (Adjusted),1976,22.914775044
Other Tapes,Value (Adjusted),1977,0.0
Other Tapes,Value (Adjusted),1978,0.0
Other Tapes,Value (Adjusted),1979,0.0
Other Tapes,Value (Adjusted),1980,0.0
Other Tapes,Value (Adjusted),1981,0.0
Other Tapes,Value (Adjusted),1982,0.0
Other Tapes,Value (Adjusted),1983,0.0
Other Tapes,Value (Adjusted),1984,0.0
Other Tapes,Value (Adjusted),1985,0.0
Other Tapes,Value (Adjusted),1986,0.0
Other Tapes,Value (Adjusted),1987,0.0
Other Tapes,Value (Adjusted),1988,0.0
Other Tapes,Value (Adjusted),1989,0.0
Other Tapes,Value (Adjusted),1990,0.0
Other Tapes,Value (Adjusted),1991,0.0
Other Tapes,Value (Adjusted),1992,0.0
Other Tapes,Value (Adjusted),1993,0.0
Other Tapes,Value (Adjusted),1994,0.0
Other Tapes,Value (Adjusted),1995,0.0
Other Tapes,Value (Adjusted),1996,0.0
Other Tapes,Value (Adjusted),1997,0.0
Other Tapes,Value (Adjusted),1998,0.0
Other Tapes,Value (Adjusted),1999,0.0
Other Tapes,Value (Adjusted),2000,0.0
Other Tapes,Value (Adjusted),2001,0.0
Other Tapes,Value (Adjusted),2002,0.0
Other Tapes,Value (Adjusted),2003,0.0
Other Tapes,Value (Adjusted),2004,0.0
Other Tapes,Value (Adjusted),2005,0.0
Other Tapes,Value (Adjusted),2006,0.0
Other Tapes,Value (Adjusted),2007,0.0
Other Tapes,Value (Adjusted),2008,0.0
Other Tapes,Value (Adjusted),2009,0.0
Other Tapes,Value (Adjusted),2010,0.0
Other Tapes,Value (Adjusted),2011,0.0
Other Tapes,Value (Adjusted),2012,0.0
Other Tapes,Value (Adjusted),2013,0.0
Other Tapes,Value (Adjusted),2014,0.0
Other Tapes,Value (Adjusted),2015,0.0
Other Tapes,Value (Adjusted),2016,0.0
Other Tapes,Value (Adjusted),2017,0.0
Other Tapes,Value (Adjusted),2018,0.0
Other Tapes,Value (Adjusted),2019,0.0
Paid Subscription,Value (Adjusted),1973,0.0
Paid Subscription,Value (Adjusted),1974,0.0
Paid Subscription,Value (Adjusted),1975,0.0
Paid Subscription,Value (Adjusted),1976,0.0
Paid Subscription,Value (Adjusted),1977,0.0
Paid Subscription,Value (Adjusted),1978,0.0
Paid Subscription,Value (Adjusted),1979,0.0
Paid Subscription,Value (Adjusted),1980,0.0
Paid Subscription,Value (Adjusted),1981,0.0
Paid Subscription,Value (Adjusted),1982,0.0
Paid Subscription,Value (Adjusted),1983,0.0
Paid Subscription,Value (Adjusted),1984,0.0
Paid Subscription,Value (Adjusted),1985,0.0
Paid Subscription,Value (Adjusted),1986,0.0
Paid Subscription,Value (Adjusted),1987,0.0
Paid Subscription,Value (Adjusted),1988,0.0
Paid Subscription,Value (Adjusted),1989,0.0
Paid Subscription,Value (Adjusted),1990,0.0
Paid Subscription,Value (Adjusted),1991,0.0
Paid Subscription,Value (Adjusted),1992,0.0
Paid Subscription,Value (Adjusted),1993,0.0
Paid Subscription,Value (Adjusted),1994,0.0
Paid Subscription,Value (Adjusted),1995,0.0
Paid Subscription,Value (Adjusted),1996,0.0
Paid Subscription,Value (Adjusted),1997,0.0
Paid Subscription,Value (Adjusted),1998,0.0
Paid Subscription,Value (Adjusted),1999,0.0
Paid Subscription,Value (Adjusted),2000,0.0
Paid Subscription,Value (Adjusted),2001,0.0
Paid Subscription,Value (Adjusted),2002,0.0
Paid Subscription,Value (Adjusted),2003,0.0
Paid Subscription,Value (Adjusted),2004,0.0
Paid Subscription,Value (Adjusted),2005,195.309904762
Paid Subscription,Value (Adjusted),2006,261.490443452
Paid Subscription,Value (Adjusted),2007,288.585325615
Paid Subscription,Value (Adjusted),2008,262.896753877
Paid Subscription,Value (Adjusted),2009,245.722059132
Paid Subscription,Value (Adjusted),2010,249.025694317
Paid Subscription,Value (Adjusted),2011,281.639931715
Paid Subscription,Value (Adjusted),2012,445.276306223
Paid Subscription,Value (Adjusted),2013,706.011657475
Paid Subscription,Value (Adjusted),2014,831.834027499
Paid Subscription,Value (Adjusted),2015,1247.676868955
Paid Subscription,Value (Adjusted),2016,2390.487544774
Paid Subscription,Value (Adjusted),2017,3651.028326883
Paid Subscription,Value (Adjusted),2018,4740.333580635
Paid Subscription,Value (Adjusted),2019,5934.397625188
Ringtones & Ringbacks,Value (Adjusted),1973,0.0
Ringtones & Ringbacks,Value (Adjusted),1974,0.0
Ringtones & Ringbacks,Value (Adjusted),1975,0.0
Ringtones & Ringbacks,Value (Adjusted),1976,0.0
Ringtones & Ringbacks,Value (Adjusted),1977,0.0
Ringtones & Ringbacks,Value (Adjusted),1978,0.0
Ringtones & Ringbacks,Value (Adjusted),1979,0.0
Ringtones & Ringbacks,Value (Adjusted),1980,0.0
Ringtones & Ringbacks,Value (Adjusted),1981,0.0
Ringtones & Ringbacks,Value (Adjusted),1982,0.0
Ringtones & Ringbacks,Value (Adjusted),1983,0.0
Ringtones & Ringbacks,Value (Adjusted),1984,0.0
Ringtones & Ringbacks,Value (Adjusted),1985,0.0
Ringtones & Ringbacks,Value (Adjusted),1986,0.0
Ringtones & Ringbacks,Value (Adjusted),1987,0.0
Ringtones & Ringbacks,Value (Adjusted),1988,0.0
Ringtones & Ringbacks,Value (Adjusted),1989,0.0
Ringtones & Ringbacks,Value (Adjusted),1990,0.0
Ringtones & Ringbacks,Value (Adjusted),1991,0.0
Ringtones & Ringbacks,Value (Adjusted),1992,0.0
Ringtones & Ringbacks,Value (Adjusted),1993,0.0
Ringtones & Ringbacks,Value (Adjusted),1994,0.0
Ringtones & Ringbacks,Value (Adjusted),1995,0.0
Ringtones & Ringbacks,Value (Adjusted),1996,0.0
Ringtones & Ringbacks,Value (Adjusted),1997,0.0
Ringtones & Ringbacks,Value (Adjusted),1998,0.0
Ringtones & Ringbacks,Value (Adjusted),1999,0.0
Ringtones & Ringbacks,Value (Adjusted),2000,0.0
Ringtones & Ringbacks,Value (Adjusted),2001,0.0
Ringtones & Ringbacks,Value (Adjusted),2002,0.0
Ringtones & Ringbacks,Value (Adjusted),2003,0.0
Ringtones & Ringbacks,Value (Adjusted),2004,0.0
Ringtones & Ringbacks,Value (Adjusted),2005,551.89447619
Ringtones & Ringbacks,Value (Adjusted),2006,981.286639881
Ringtones & Ringbacks,Value (Adjusted),2007,1302.08712301
Ringtones & Ringbacks,Value (Adjusted),2008,1160.236757964
Ringtones & Ringbacks,Value (Adjusted),2009,837.504670989
Ringtones & Ringbacks,Value (Adjusted),2010,525.251935283
Ringtones & Ringbacks,Value (Adjusted),2011,313.9182774
Ringtones & Ringbacks,Value (Adjusted),2012,162.565728249
Ringtones & Ringbacks,Value (Adjusted),2013,107.548976379
Ringtones & Ringbacks,Value (Adjusted),2014,71.61127201
Ringtones & Ringbacks,Value (Adjusted),2015,58.874581007
Ringtones & Ringbacks,Value (Adjusted),2016,59.998070883
